position,token,token_length,frequency
1455,៧,1,3
1456,ធំធេងណាស់,9,1
1457,។,1,68
1458,ថ្មភក់ប្រើនៅតំបន់អង្គរ,22,1
1459,គេយកមកពីជើងភ្នំគូលែនដែលស្ថិតនៅរវាងប្រមាណ,40,1
1460,៣០,2,2
1461,គីឡូម៉ែត្រពីឧទ្យានបុរាណ។,24,1
1462,គេឃើញមានកន្លែងយលថ្មផ្សេងៗ,25,1
1463,ជាអាទិ៍នៅខាងជើងប្រាសាទបេងមាលា។,30,1
1464,គេមានប្រទះឃើញខ្លះដែរ,20,1
1465,កន្លែងមានថ្មពណ៌ផ្កាឈូកនេះ,25,1
1466,តែមានសមាសភាពលម្អិតនៃថ្មនោះមិនដូចថ្មនៅបន្ទាយស្រីឡើយ។,51,1
1467,ខ្ពង់រាបជួរភ្នំគូលែននៅមានស្រទាបផ្នែកខាងលើ,41,1
1468,មានថ្មពណ៌ផ្កាឈូកកម្រាស់ប្រមាណ,29,1
1469,២០,2,5
1470,ម៉ែត្រ។,7,5
1471,ថ្មនេះហើយ,9,1
1472,ដែលគេយកមកសាង់សង់ប្រាសាទបន្ទាយស្រីគឺមានទីទាំងស្ថិតនៅក្បែរភ្នំដី,62,1
1473,ដែលមានទីតាំងស្ថិតនៅក្បែរប្រាសាទបន្ទាយស្រីនេះ,44,1
1474,គេប្រទះឃើញអន្លុងជម្រៅប្រមាណ,27,1
1475,១០,2,5
1476,មែ៉ត្រនៅក្បែរជើងភ្នំដីពោលមានចម្ងាយប្រមាណ,40,1
1477,៣,1,5
1478,គីឡូម៉ែត្រពីប្រាសាទបន្ទាយស្រី,29,1
1479,ចំណែកថ្មបាយក្រៀមក៏បានយកពីទីតាំងក្បែរនោះផងដែរ,44,1
1480,។,1,68
1481,ខេត្តសៀមរាបជាខេត្តមួយដែលមានទីតាំងនៅភាគខាងពាយ័ព្យនៃប្រទេសកម្ពុជា,63,1
1482,ដែលមានទីតាំងស្ថិតនៅក្បែរបឹងទន្លេសាប។,36,1
1483,ទីរួមខេត្តរបស់ខេត្តសៀមរាបនេះគឺ,30,1
1484,ក្រុងសៀមរាប។,12,1
1485,ខេត្តសៀមរាបត្រូវបានដាក់ឈ្មោះបែបនេះដើម្បី,40,1
1486,រំលឹកដល់ជ័យជំនះនៅកងទ័ពខ្មែរលើកងទ័ពសៀមនៅសម័យលង្វែកសតវត្ស,55,1
1487,១៦,2,7
1488,។,1,68
1489,សព្វថ្ងៃខេត្តសៀមរាបត្រូវបានគេស្គាល់ទូទាំងពិភពលោកថាជាខេត្តតាំងនៅនៃប្រាសាទអង្គរវត្តដ៏ល្បីល្បាញ។,93,1
1490,ខេត្តសៀមរាបស្ថិតនៅភាគពាយ័ព្យនៃប្រទេសកម្ពុជា។,44,1
1491,ខេត្តនេះជាតំបន់ទេសចរណ៍ដ៍សំខាន់របស់ប្រទេសកម្ពុជា,47,1
1492,ដោយសារខេត្តនេះមានប្រាសាទអង្គរវត្ត,33,1
1493,ដ៏ល្បីល្បាញ,11,1
1494,និងប្រាសាទបុរាណដទៃទៀតជាច្រើន។,29,1
1495,ថ្មីៗនេះ,8,1
1496,ក្រុងសៀមរាបកំពុងប្រែក្លាយរូបរាងជាក្រុងទំនើបតាមរយៈកំណើនសណ្ឋាគារ,62,1
1497,ភោជនីយដ្ឋាន,11,1
1498,ហាងលក់ទំនិញ,11,1
1499,ជាដើមដែលបម្រើឱ្យវិស័យទេសចរណ៍។,29,1
1500,រមណីយដ្ឋានផ្សេងទៀតដែលនៅក្បែរក្រុងសៀមរាបមានរាជធានីអង្គរធំ,56,1
1501,ប្រាសាទអង្គរវត្ត,16,6
1502,ប្រាសាទបាយ័ន,12,1
1503,ប្រាសាទភ្នំបាខែង,16,1
1504,ប្រាសាទបក្សីចាំក្រុង,20,1
1505,ប្រាសាទបាពួន,12,1
1506,ប្រាសាទភិមានអាកាស,17,1
1507,ប្រាសាទបន្ទាយស្រី,17,4
1508,ប្រាសាទតាព្រហ្ម,15,1
1509,និងប្រាសាទរាប់រយផ្សេងទៀត។,25,1
1510,តំបន់អង្គរត្រូវបានរងការលុកលុយជាច្រើនដងពីពួកសៀម,46,1
1511,ហើយទីបំផុតរាជធានីអង្គរត្រូវបានបោះបង់នៅឆ្នាំ,43,1
1512,១៤៣១,4,2
1513,។,1,68
1514,គួររំលឹកផងដែរថា,15,1
1515,រាជធានីរបស់ប្រទេសកម្ពុជាត្រូវបានពីប្តូរពីអង្គរទៅរាជធានីចតុមុខនៅឆ្នាំ,68,1
1516,១៤៣២,4,1
1517,រួចទៅបន្ទាយលង្វែក,17,1
1518,និង,3,44
1519,រាជធានីឧដុង្គ,13,1
1520,និងត្រលប់ទៅរាជធានីចតុមុខវិញនៅឆ្នាំ,34,1
1521,១៨៦៦,4,1
1522,។,1,68
1523,ជនជាតិបទេស,10,1
1524,ដែលបានមកដល់ប្រាសាទអង្គរវត្តមុនគេគឺអ្នករុករកជនជាតិបារាំង,55,1
1525,លោក,3,1
1526,ហង់រី,5,2
1527,មូហូ,4,1
1528,Henri,5,3
1529,Mouhot,6,3
1530,ក្នុងឆ្នាំ,10,2
1531,១៨៦០,4,3
1532,។,1,68
1533,តំបន់សៀមរាបអង្គរគឺជាគោលដៅចម្បងសម្រាប់ភ្ញៀវទេសចរទូទាំងពិភពលោក,60,1
1534,ហើយក៏ជាតំបនដែលសម្បូរណ៍ទៅដោយសំណង់ប្រាសាទបុរាណតូចធំជាច្រើន,56,1
1535,ដែលជាទីស្ថានរបស់ពពួកអាទិទេពទាំងឡាយទាំងពួងផងដែរ។,47,1
1536,នៅទាំងខេត្តសៀមរាបទាំងមូល,24,1
1537,មានអត្រាប្រជាជនសរុបចំនួន,24,1
1538,៩២០,3,1
1539,១២៣,3,1
1540,នាក់។,5,2
1541,ក្នុងនោះអ្នកដែលរស់ក្នុងក្រុងសៀមរាបមានចំនួន,42,1
1542,១៩៧,3,1
1543,៣០១,3,1
1544,នាក់។,5,2
1545,ខេត្តសៀមរាបទាំងមូលមានផ្ទៃក្រឡាចំនួន,35,1
1546,១០,2,5
1547,២៩៩,3,1
1548,គីឡូម៉ែត្រការ៉េ,15,1
1549,មានក្រុងចំនួនមួយ,16,1
1550,ស្រុកមានចំនួន,13,1
1551,១១,2,2
1552,ឃុំមានចំនួន,11,1
1553,៨៧,2,1
1554,សង្កាត់ចំនួន,12,1
1555,១៣,2,6
1556,និងភូមិចំនួន,12,1
1557,៨៧៥,3,1
1558,។,1,68
1559,ប្រជាជនដែលរស់នៅក្រុងសៀមរាបភាគច្រើនជាអ្នកផ្លាស់ទីលំនៅមកពីកន្លែងផ្សេងៗរបស់ប្រទេសកម្ពុជាដូចជា,90,1
1560,រាជធានីភ្នំពេញ,14,1
1561,ខេត្តកណ្តាល,11,1
1562,ខេត្តកំពង់ចាម,13,2
1563,បន្ទាយមានជ័យ,12,1
1564,ខេត្តបាត់ដំបង,13,1
1565,និងខេត្តពោធិ៍សាត់ជាដើម។,23,1
1566,សៀមរាបគឺជាតំបន់គោលដៅទេសចរណ៍។,28,1
1567,ខេត្តសៀមរាបជាខេត្តមួយស្ថិតនៅតំបន់ពាយ័ព្យ,40,1
1568,នៃប្រទេសកម្ពុជា,15,1
1569,តាមបណ្តោយផ្លូវជាតិលេខ,21,1
1570,៦,1,3
1571,ដែលមានចំងាយប្រវែង,17,1
1572,៣១៤,3,1
1573,គ,1,10
1574,ម,1,14
1575,ពីរាជធានីភ្នំពេញ,16,1
1576,មានពំ្រប្រទល់ខាងកើតជាប់នឹងខេត្តកំពង់ធំ,38,1
1577,និងខេត្តព្រះវិហារខាងលិចជាប់នឹងខេត្តបន្ទាយមានជ័យ,47,1
1578,ខាងជើងជាប់នឹងខេត្តឧត្តរមានជ័យ,29,1
1579,និងខេត្តព្រះវិហារ,17,1
1580,និងខាងត្បូងជាប់នឹងខេត្តបាត់ដំបង,31,1
1581,និងបឹងទន្លេសាប,14,1
1582,។,1,68
1583,ព្រំប្រទល់ជាប់បឹងទន្លេសាបមានប្រវែង,34,1
1584,៨២,2,1
1585,គ,1,10
1586,ម,1,14
1587,ដែលស្ថិតនៅជាប់ស្រុកជីក្រែង,26,1
1588,ស្រុកសូត្រនិគម,14,1
1589,ស្រុកប្រាសាទបាគង,16,1
1590,ស្រុកសៀមរាប,11,1
1591,ស្រុកពួក,8,1
1592,និងស្រុកក្រឡាញ់។,16,1
1593,ស្របតាមលក្ខណៈភូមិសាស្ត្រនៃតំបន់,31,1
1594,និងនិយមនៃសីតុណ្ហភាព,19,1
1595,ការហួតហែង,9,1
1596,សំនើម,5,1
1597,ភាពរាំងស្ងួត,12,1
1598,និងជំនន់,8,1
1599,យើងអាចបែងចែកតំបន់ទាំងនេះជាបីផ្នែកគឺ,35,1
1600,ផ្នែកខាងលើមាន,13,1
1601,១៣,2,6
1602,ឃុំ,3,4
1603,ផ្នែកកណ្តាលមាន,14,1
1604,៦៩,2,1
1605,ឃុំ,3,4
1606,និងផ្នែកខាងក្រោមជាប់នឹងបឹងទន្លេសាបមាន,37,1
1607,១៨,2,2
1608,ឃុំ។,4,1
1609,តំបន់ខាងលើសំបូរទៅដោយព្រៃភ្នំមានសណ្ឋានដូចជាដីទូលឬខ្ពង់រាប,56,1
1610,ខ្វះខាតទឹក,10,1
1611,និងជួបប្រទះគ្រោះរាំងស្ងួតញឹកញាប់តំបន់កណ្តាលជាវាលស្រែល្វឹងល្វើយ,62,1
1612,និងលំនៅឋានព្រមទាំងប្រាង្គប្រាសាទនានា,36,1
1613,និងតំបន់ក្រោមជាវាលទំនាបរងទឹកជំនន់រៀងរាល់ឆ្នាំ។,46,1
1614,ជាតំបន់ជលវេគពេលណាមានភ្លៀងធ្លាក់ជន់លិចលង់,40,1
1615,ពេលណាគ្មានភ្លៀងស្ងួតហួតហែង,26,1
1616,មានផ្ទៃក្រលាសរុបប្រមាណ,22,1
1617,១២,2,13
1618,០១៥,3,1
1619,គ,1,10
1620,ម,1,14
1621,២,1,20
1622,ចែកចេញជា,8,1
1623,១២,2,13
1624,ក្រុងស្រុក,10,1
1625,១០០,3,4
1626,ឃុំ,3,4
1627,និង,3,44
1628,៩០៧,3,2
1629,ភូមិ,4,2
1630,ដោយមានប្រជាជនសរុប,17,1
1631,៧៣៣,3,1
1632,៨៨២,3,1
1633,នាក់,4,3
1634,ត្រូវជា,7,1
1635,៦,1,3
1636,០៩,2,1
1637,%,1,3
1638,នៃប្រជាជនសរុបទូទាំងប្រទេស។,26,1
1639,មុខរបរសំខាន់នៃផ្នែកទាំងបីនេះមានភាពខុសៗគ្នាពោលគឺ៖,48,1
1640,ក,1,1
1641,ខាងលើធ្វើស្រូវចំការ,19,1
1642,និងរុករកអនុផលព្រៃឈើ,19,1
1643,ខ,1,1
1644,កណ្តាលធ្វើស្រែនិងសេវាកម្មផ្សេងៗ,31,1
1645,គ,1,10
1646,ខាងក្រោមធ្វើស្រែនិងចំការដំនាំតាមរដូវ,36,1
1647,និងប្រកបអាជីវកម្មនេសាទ។,23,1
1648,ជាទូទៅខេត្តសៀមរាបមានចរិតជាតំបន់ជនបទ។,36,1
1649,ប្រជាជនប្រមាណ,13,2
1650,៧០,2,1
1651,%,1,3
1652,រស់នៅតាមទីជនបទឆ្ងាយពីក្រុងដែលផ្អែកលើមុខរបរកសិកម្មជាអាជីព។,57,1
1653,ប្រជាជនប្រមាណ,13,2
1654,១៨,2,2
1655,%,1,3
1656,រស់នៅតាមតំបន់ជាប់បឹងទន្លេសាបផ្អែកលើអាជីវកម្មនេសាទនិងធ្វើចំការដំនាំផ្សេងៗ,72,1
1657,និង,3,44
1658,១២,2,13
1659,%ទៀតរស់នៅតាមទីប្រជុំជន,22,1
1660,និងក្រុងដែលមានមុខរបរពាណិជ្ជកម្ម,31,1
1661,ទេសចរណ៍,7,1
1662,និងបុគ្គលិករដ្ឋ។,16,1
1663,ខេត្តសៀមរាបចែកចេញជា,19,1
1664,១២,2,13
1665,ស្រុក,5,1
1666,១០០,3,4
1667,ឃុំ,3,4
1668,និង,3,44
1669,៩០៧,3,2
1670,ភូមិ,4,2
1671,តាមប្រវត្តិសាស្ដ្រ,18,1
1672,ទឹកដីខេត្តសៀមរាបជាតំបន់រាជធានីរបស់ចក្រភពខ្មែរអំឡុងពីសតវត្សទី,60,1
1673,៩,1,5
1674,ដល់សតវត្សរ៍ទី,13,1
1675,១៣,2,6
1676,។,1,68
1677,ដោយសារមូលហេតុខាងលើនេះហើយទើបរហូតមកទល់បច្ចុប្បន្ននេះគេនៅឃើញមានប្រាសាទយ៉ាងច្រើនស្អេកស្កះតំរៀបគ្នានៅក្នុងទឺកដីដ៏បវរនៃខេត្តសៀមរាប។,125,1
1678,ប្រាសាទទាំងឡាយនៅតំបន់អង្គរ,26,1
1679,ដែលមានឈ្មោះល្បីទូទាំងពិភពលោកគឺ,30,1
1680,ស្ថិតនៅប៉ែកពាយ័ព្យនៃប្រទេសកម្ពុជាក្នុងខេត្តសៀមរាប,49,1
1681,ដែលគ្របដណ្តប់ដោយផ្ទៃក្រលា,25,1
1682,៦០០,3,1
1683,គ,1,10
1684,មការ៉េ។,7,1
1685,សព្វថ្ងៃប្រាសាទចំនួនជាង,23,1
1686,១០០,3,4
1687,ត្រូវបានរកឃើញ។,14,1
1688,ប្រាសាទទាំងឡាយ,14,1
1689,ត្រូវបានកសាងឡើងរវាងសតវត្សទី,27,1
1690,៩,1,5
1691,និងទី,5,1
1692,១៣,2,6
1693,។,1,68
1694,កម្មវិធីកសាងឥតឈប់ឈរត្រូវបានប្រកាន់ដោយព្រះរាជាខ្មែរជាបន្តបន្ទាប់,63,1
1695,អាចប្រៀបធៀបបានទៅនឹងសំនង់រាងជាពីរ៉ាមីតដោយព្រះចៅផារ៉ាអុងក្នុង,59,1
1696,ប្រទេសអេហ្សីប។,14,1
1697,ព្រះរាជាខ្មែរបានសាងសង់ប្រាសាទទាំងនេះ,36,1
1698,ដោយប្រើកំលាំងទាសករយ៉ាងច្រើន,27,1
1699,តាមការប៉ាន់ស្មាន,16,1
1700,ការធ្វើសំនង់ថ្មីនីមួយៗអាចប្រើមនុស្សប្រហែល,41,1
1701,៧៥០,3,1
1702,០០០,3,1
1703,នាក់,4,3
1704,ក្នុងអំឡុងសតវត្សទី,18,1
1705,១២,2,13
1706,និង,3,44
1707,១៣,2,6
1708,។,1,68
1709,ទោះបីជាបន្សល់ទុកនូវ,19,1
1710,ប្រាសាទជាច្រើនក៏ដោយ,19,1
1711,សព្វថ្ងៃនេះគឺមានភស្តុតាងបន្តិចបន្តួចចំពោះមនុស្សដែលរស់នថាប្រាកដជាទីក្រុងមួយដែលជាងគេនៅលើផែនដីនាពេលនោះ។,100,1
1712,អ្នកដំនើរព័រទុយហ្គាល់ត្រូវបានគេជឿថាជាជនស្ចឹមប្រទេសដំបូងគេដែលបានសំលឹងមិនដាក់ភ្នែកទៅលើភាពអស្ចារ្យនៃប្រាសាទអង្គរ,109,1
1713,នាពេលទស្សនាក្នុងអំឡុងសតវត្សទី,29,1
1714,១៦,2,7
1715,។,1,68
1716,ទោះបីយ៉ាងណាក៏ដោយ,16,1
1717,កិត្តិយសធំបំផុតចំពោះការរកឃើញអង្គរបានធ្លាក់ទៅអ្នកភូមិសាស្ដ្រជនជាតិបារាំងឈ្មោះ,76,1
1718,ហង់រី,5,2
1719,មូហូត,5,1
1720,Henri,5,3
1721,Mouhot,6,3
1722,ដែលបានមកទស្សនាអង្គរឆ្នាំ,24,1
1723,១៨៦០,4,3
1724,ដែលបានតំកល់ទុកនូវឯកសារនាទីក្រុងប៉ារីសក្រាយមរណភាពក្នុងឆ្នាំ,58,1
1725,១៨៦៨,4,1
1726,។,1,68
1727,ក្នុងសតវត្សទី,13,1
1728,១៩,2,2
1729,និង,3,44
1730,២០,2,5
1731,បេសកកម្មរបស់បារាំងជាច្រើនបានមកទស្សនាប្រាសាទ,43,1
1732,និង,3,44
1733,ធ្វើការកាប់ឆ្ការសំអាតព្រៃពីប្រាសាទ,34,1
1734,ហើយដែលបានប្រមូលនូវឯកសារយ៉ាងច្រើនបំផុត។,38,1
1735,ក្នុងឆ្នាំ,10,2
1736,១៩០៧,4,1
1737,ប្រទេសថៃ,8,1
1738,បានប្រគល់ទឹកដីអង្គរមកអោយខ្មែរគ្រប់គ្រងវិញ,41,1
1739,ហើយនៅក្នុងនាំនោះហើយដែលភ្ញៀវទេសចរបានមកទស្សនាជាលើកដំបូង។,54,1
1740,ប្រសិនបើពេលមានកំនត់អ្នកទស្សនាអាចជ្រើសរើសតាមវង់តូចដែលរួមមានទីក្រុងរបស់ស្តេច,74,1
1741,គឺអង្គរធំដែលមានប្រាសាទជាច្រើន,29,1
1742,ប្រាសាទអង្គរវត្ត,16,6
1743,ស្រះស្រង់,9,1
1744,និងរមណីយដ្ឋានជាច្រើនទៀត។,24,1
1745,ការបន្តដំនើរទស្សនាទៅវង់ធំគេនឹងបានឃើញប្រាសាទមួយចំនួនផ្សេងទៀតនិងបារាយណ៍នៅសម័យអង្គរ។,81,1
1746,ប្រសិនបើពេលវេលាអនុញ្ញាតិ,24,1
1747,ភ្ញៀវទេសចរអាចទស្សនាប្រាសាទល្បីឈ្មោះដូចជាប្រាសាទបន្ទាយស្រី,57,1
1748,ឬប្រាសាទបន្ទាយសំរ៉ែ,19,1
1749,ដែលស្ថិតនៅឆ្ងាយពីប្រាសាទនៅតំបន់អង្គរបន្តិច។,43,1
1750,អ្នកស្រាវជ្រាវខាងប្រវត្តិវិទ្យា,31,1
1751,និងបុរាណវិទ្យាជាច្រើន,21,1
1752,បានអះអាងថាប្រវត្តិសាស្រ្តនៃតំបន់សៀមរាប,38,1
1753,អង្គរបានចាប់ផ្តើមឡើងនៅ,22,1
1754,ឆ្នាំ,5,1
1755,៨០២,3,4
1756,នៃគ្រិស្តសករាជក្នុងរជ្ជកាលព្រះបាទជ័យវរ្ម័នទី,44,1
1757,២,1,20
1758,ក្រោយពី,7,1
1759,ព្រះមហាក្សត្រអង្គនេះបានយាងមកពី,30,1
1760,ប្រទេសជ្វានៅឆ្នាំ,17,1
1761,៨០០,3,1
1762,នៃគ្រិស្តសករាជ។,15,2
1763,តាមឯកសារខាងលើបានឲ្យដឹងថា,24,1
1764,ព្រះបាទជ័យវរ្ម័នទី,18,3
1765,២,1,20
1766,កាលក្នុងដំណាក់កាលទី,19,1
1767,២,1,20
1768,ទ្រង់គង់នៅ,10,1
1769,ទីក្រុងឥន្រ្ទបុរៈ,17,1
1770,នៅ,2,1
1771,ខេត្តកំពង់ចាម,13,2
1772,បន្ទាប់មកគង់នៅលើ,16,1
1773,ភ្នំគូលែន,9,1
1774,និង,3,44
1775,ចុងក្រោយបំផុតទ្រង់គង់នៅ,23,1
1776,ទីក្រុងហរិហរាល័យឬ,17,1
1777,ទីក្រុងរលួស,11,1
1778,ដែលជារាជធានីដើមនា,17,1
1779,សម័យអង្គរ។,10,1
1780,លោកបណ្ឌិតមីសែល,14,2
1781,ត្រាណេបានមានប្រសាសន៍ឲ្យដឹងថា,28,1
1782,វប្បធអង្គរបានផ្តើមឡើង,21,1
1783,នៅក្នុងឆ្នាំ,12,1
1784,៨០២,3,4
1785,នៃគ្រិស្តសករាជ,14,1
1786,គឺនៅពេលដែល,10,1
1787,ព្រះបាទជ័យវរ្ម័នទី,18,3
1788,២,1,20
1789,បានអភិសេកជាព្រះមហាក្សត្រ,24,1
1790,នៅលើ,4,1
1791,ភ្នំគូលែន។,10,1
1792,ការអភិសេករបស់ទ្រង់,18,1
1793,គឺឈរលើមូលដ្ឋាន,14,1
1794,នៃពិធីទេវរាជ,12,1
1795,ដែលបានផ្តល់,11,1
1796,ចំពោះ,5,1
1797,ព្រះអង្គនូវ,11,1
1798,មហិទ្ធិប្ញទ្ធិ,14,1
1799,ដើម្បីធ្វើការ,13,1
1800,បង្រួបបង្រួមជាតិ,16,1
1801,។,1,68
1802,ការអះអាងបានបង្អាញឲ្យដឹងទៀតថា,28,1
1803,វប្បធម៌‌សម័យបុរេអង្គរ,21,1
1804,មុនអង្គរ,8,1
1805,គឺ,2,3
1806,ឯកសារ,5,1
1807,មួយចំនួនបាន,11,1
1808,ផែ្អកតាមកំណត់ហេតុ,17,1
1809,ចិន។,4,1
1810,ឯកសាររបស់គេបាន,14,1
1811,សំអាងលើកំណត់ត្រាផង,18,1
1812,និង,3,44
1813,ស្ថាបត្យកម្មប្រាង្គប្រាសាទមួយចំនួនផង,36,1
1814,។,1,68
1815,ឯព្រឹត្តិការណ៍,14,1
1816,ដែលគួរឲ្យកត់សម្គាល់,19,1
1817,ជាខ្លាំងមួយទៀត,14,1
1818,គឺក្នុងអំឡុង,12,1
1819,សម័យចេនឡា,9,1
1820,នៅលើទឹកដីបវរនៃ,14,1
1821,ខេត្តសៀមរាបអង្គរ។,17,1
1822,កំណត់ហេតុ,9,1
1823,ចិនបានឲ្យដឹងថា,14,1
1824,ទីក្រុងដំបូងបំផុត,17,1
1825,នៅខេត្តសៀមរាបមានឈ្មោះថា,23,1
1826,នគរគម្ពីរ,9,1
1827,ដែលសិ្ថតនៅរវាងបារាយណ៍ខាងលិច,27,1
1828,និងបារាយណ៍ខាងកើតនៃ,18,1
1829,តំបន់សៀមរាបអង្គរ។,17,1
1830,សេ្តចខែ្មរដែលសោយរាជ្យសម្បត្តិនៅ,31,1
1831,នគរគម្ពីរនេះគឺ,14,1
1832,ព្រះបាទចន្រ្ទវរ្ម័ន,19,1
1833,។,1,68
1834,លោកបណ្ឌិតមីសែល,14,2
1835,ត្រាណេបានមានប្រសាសន៍ឲ្យដឹងបនែ្ថមទៀតថា,37,1
1836,កាលពីសម័យបុរេអង្គរនាអំឡុងឆ្នា,29,1
1837,៨០២,3,4
1838,នេះ,3,1
1839,សេដ្ឋកិច្ច,10,1
1840,និង,3,44
1841,បរិយាកា,7,1
1842,សង្គមរបស់,9,1
1843,តំបន់សៀមរាបអង្គរ,16,1
1844,មានការវិវឌ្ឍន៍ជាវិជ្ជមាន។,25,1
1845,គេបានឃើញមានការរៀបចំដែនដី,24,1
1846,ឬនគរូបនីយកម្មដែនដីក្នុង,23,1
1847,តំបន់នីមួយៗនៃខេត្តនេះ,21,1
1848,យ៉ាងច្បាស់លាស់ទៅហើយ,19,1
1849,ចាប់តាំងពី,10,1
1850,ចុងសតវត្សរ៍ទី,13,1
1851,៦,1,3
1852,នៃដើមសតវត្សរ៍ទី,15,1
1853,៧,1,3
1854,នៃគ្រិស្តសករាជ។,15,2
1855,ជនជាតិខែ្មរក្រោមការដឹកនាំរបស់,29,1
1856,ព្រះមហាក្សត្រ,13,1
1857,និង,3,44
1858,ពួកព្រាហ្មបុរោហិត,17,1
1859,បានចាប់ផ្តើម,12,1
1860,គម្រោងការសាងសង់,15,1
1861,ប្រាសាទឥដ្ឋដំបូងបង្អស់ជាច្រើនមានជាអាទិ,38,1
1862,ប្រាសាទព្រៃកេ្មង,16,1
1863,ប្រាសាទពោធិ,11,1
1864,ប្រាសាទគោកតាសៀន,15,1
1865,ប្រាសាទវត្តខ្នាត,16,1
1866,និងប្រាសាទព្រៃប្រាសាទជាដើម។,27,1
1867,រីឯវិស័យសង្គមកិច្ចវិញ,21,1
1868,គេបានដឹងថា,10,1
1869,បុព្វការីជនខែ្មរ,16,1
1870,ចូលចិត្តកសាងទីលំនៅរបស់ខ្លួននៅកែ្បរៗ,35,1
1871,ទនេ្លសាបកែ្បរអូរ,16,1
1872,ស្ទឹងធម្មជាតិជាដើម។,19,1
1873,ការកសាងប្រាសាទក៏ដូច្នោះដែរ,26,1
1874,គឺបុព្វការីជនខែ្មរតែងតែជ្រើសរើស,31,1
1875,រកទីតាំងណាខ្ពស់មិនលិចទឹក,24,1
1876,នៅរដូវវស្សា,11,1
1877,គំនិតរបស់ខែ្មរក្នុងការជ្រើសរើសទីតាំងខ្ពស់,41,1
1878,សម្រាប់ការកសាងសំណង់ផេ្សងៗ,25,1
1879,ជាប្រយោជន៍រួម,13,1
1880,គឺនៅតែបន្តរហូតមកទល់សព្វថៃ្ងនេះ,30,1
1881,។,1,68
